order_id,customer_id,order_date,region,category,revenue,payment_status,shipping_status
O164,C63732,2026-01-02,North,Fashion,398.14,Success,Delivered
O165,C57762,2026-01-02,East,Electronics,461.53,Success,Delivered
O166,C67527,2026-01-02,West,Store,301.79,Success,In Transit
O167,C4758,2026-01-02,South,Books,459.13,Success,Delivered
O168,C19817,2026-01-02,North,Books,122.09,Success,In Transit
O169,C20807,2026-01-02,North,Store,219.02,Success,In Transit
O170,C93502,2026-01-02,West,Store,210.71,Success,Delivered
O171,C89107,2026-01-02,South,Electronics,319.99,Success,Delivered
O172,C38001,2026-01-02,South,Home,392.25,Success,Delivered
O173,C40807,2026-01-02,East,Fashion,94.52,Success,Delivered
O174,C81975,2026-01-02,West,Fashion,149.96,Success,Delivered
O175,C55107,2026-01-02,West,Home,436.16,Success,Delivered
O176,C68837,2026-01-02,East,Home,262.64,Success,Delivered
O177,C34912,2026-01-02,West,Home,333.32,Success,Delivered
O178,C86926,2026-01-02,East,Fashion,482.07,Success,Delivered
O179,C53395,2026-01-02,West,Store,26.24,Success,Delivered
O180,C42881,2026-01-02,East,Store,440.69,Success,Delivered
O181,C76919,2026-01-02,West,Books,184.07,Success,Delivered
O182,C62517,2026-01-02,West,Home,319.59,Success,Delivered
O183,C48286,2026-01-02,West,Home,475.26,Success,Delivered
O184,C35955,2026-01-02,North,Electronics,449.39,Success,Delivered
O185,C55030,2026-01-02,South,Home,279.98,Success,Delivered
O186,C74533,2026-01-02,East,Fashion,222.42,Success,In Transit
O187,C26658,2026-01-02,North,Store,274.24,Success,Delivered
O188,C40810,2026-01-02,South,Store,332.68,Success,Delivered
O189,C96524,2026-01-02,North,Electronics,146.57,Success,Delivered
O190,C89564,2026-01-02,South,Fashion,257.25,Success,Delivered
O191,C61121,2026-01-02,East,Store,222.58,Success,In Transit
O192,C89600,2026-01-02,West,Electronics,309.51,Success,Delivered
O193,C53303,2026-01-02,East,Store,366.34,Success,In Transit
O194,C67299,2026-01-02,West,Home,252.2,Success,Delivered
O195,C47305,2026-01-02,South,Fashion,426.28,Success,Delivered
O196,C34009,2026-01-02,North,Home,71.17,Success,Delivered
O197,C28146,2026-01-02,North,Books,307.18,Success,Delivered
O198,C51475,2026-01-02,North,Books,353.45,Success,Delivered
O199,C36409,2026-01-02,East,Electronics,407.57,Success,Delivered
O200,C71432,2026-01-02,East,Store,108.86,Success,Delivered
O201,C70856,2026-01-02,North,Fashion,384.34,Success,Delivered
O202,C27936,2026-01-02,South,Electronics,254.92,Success,In Transit
O203,C44814,2026-01-02,East,Store,106.68,Success,In Transit
O204,C41787,2026-01-02,East,Store,370.89,Success,Delivered
O205,C37266,2026-01-02,East,Fashion,247.62,Success,Delivered
O206,C35436,2026-01-02,West,Store,329.38,Success,Delivered
O207,C20663,2026-01-02,East,Books,56.94,Success,Delivered
O208,C15318,2026-01-02,North,Store,294.77,Success,Delivered
O209,C80766,2026-01-02,South,Home,320.43,Success,Delivered
O210,C27789,2026-01-02,South,Home,437.65,Success,Delivered
O211,C51185,2026-01-02,North,Store,53.61,Success,Delivered
O212,C10617,2026-01-02,South,Electronics,250.3,Success,Delivered
O213,C85681,2026-01-02,East,Store,181.46,Success,Delivered
O214,C40601,2026-01-02,West,Electronics,190.22,Success,Delivered
O215,C89432,2026-01-02,West,Books,456.96,Success,Delivered
O216,C97660,2026-01-02,South,Home,479.08,Success,Delivered
O217,C62212,2026-01-02,East,Books,0.0,Failed,Delivered
O218,C34158,2026-01-02,South,Home,422.16,Success,Delivered
O219,C55555,2026-01-02,West,Store,104.73,Success,Delivered
O220,C76899,2026-01-02,West,Fashion,47.76,Success,Delivered
O221,C25426,2026-01-02,South,Electronics,272.02,Success,Delivered
O222,C7288,2026-01-02,North,Electronics,93.87,Success,Delivered
O223,C83561,2026-01-02,West,Home,304.61,Success,Delivered
O224,C88802,2026-01-02,West,Fashion,151.02,Success,Delivered
O225,C50107,2026-01-02,South,Books,408.57,Success,Delivered
O226,C41874,2026-01-02,South,Store,198.89,Success,Delivered
O227,C45649,2026-01-02,South,Store,125.69,Success,Delivered
O228,C1592,2026-01-03,West,Fashion,250.68,Success,Delivered
O229,C86232,2026-01-03,East,Books,281.01,Success,Delivered
O230,C33131,2026-01-03,North,Electronics,428.28,Success,Delivered
O231,C53948,2026-01-03,East,Store,466.44,Success,Delivered
O232,C47639,2026-01-03,South,Fashion,442.82,Success,Delivered
O233,C92242,2026-01-03,West,Fashion,413.57,Success,In Transit
O234,C87264,2026-01-03,North,Home,419.42,Success,Delivered
O235,C12988,2026-01-03,West,Store,490.97,Success,Delivered
O236,C29258,2026-01-03,North,Fashion,394.33,Success,Delivered
O237,C5085,2026-01-03,South,Books,184.1,Success,In Transit
O238,C50193,2026-01-03,West,Electronics,103.4,Success,In Transit
O239,C67890,2026-01-03,South,Store,299.44,Success,Delivered
O240,C27084,2026-01-03,East,Store,234.06,Success,Delivered
O241,C93107,2026-01-03,East,Fashion,30.62,Success,Delivered
O242,C14289,2026-01-03,East,Store,20.49,Success,Delivered
O243,C17483,2026-01-03,West,Fashion,430.02,Success,Delivered
O244,C52931,2026-01-03,North,Books,390.95,Success,Delivered
O245,C28603,2026-01-03,West,Home,35.03,Success,In Transit
O246,C19983,2026-01-03,South,Store,0.0,Failed,Delivered
O247,C26386,2026-01-03,East,Books,116.17,Success,Delivered
O248,C5777,2026-01-03,North,Store,247.14,Success,Delivered
O249,C39111,2026-01-03,East,Store,93.76,Success,Delivered
O250,C52099,2026-01-03,West,Electronics,83.0,Success,In Transit
O251,C51028,2026-01-03,West,Electronics,20.59,Success,Delivered
O252,C5110,2026-01-03,North,Store,116.25,Success,Delivered
O253,C60113,2026-01-03,West,Store,303.33,Success,In Transit
O254,C62047,2026-01-03,South,Home,54.77,Success,Delivered
O255,C30088,2026-01-03,East,Home,353.59,Success,Delivered
O256,C38560,2026-01-03,East,Books,70.37,Success,In Transit
O257,C63484,2026-01-03,North,Fashion,357.18,Success,Delivered
O258,C88653,2026-01-03,West,Fashion,276.44,Success,Delivered
O259,C50862,2026-01-03,South,Fashion,210.52,Success,Delivered
O260,C51048,2026-01-03,East,Store,414.29,Success,Delivered
O261,C26016,2026-01-03,North,Fashion,359.11,Success,In Transit
O262,C25684,2026-01-03,South,Home,468.9,Success,Delivered
O263,C11654,2026-01-03,South,Fashion,252.51,Success,Delivered
O264,C36878,2026-01-03,East,Fashion,250.83,Success,Delivered
O265,C79149,2026-01-03,East,Fashion,48.97,Success,Delivered
O266,C28381,2026-01-03,East,Store,177.93,Success,Delivered
O267,C16083,2026-01-03,South,Store,336.18,Success,Delivered
O268,C79562,2026-01-03,East,Home,498.24,Success,Delivered
O269,C30028,2026-01-03,North,Store,125.87,Success,Delivered
O270,C78340,2026-01-03,West,Books,369.04,Success,Delivered
O271,C80819,2026-01-03,West,Electronics,388.51,Success,Delivered
O272,C43586,2026-01-03,East,Fashion,230.54,Success,Delivered
O273,C45242,2026-01-03,South,Store,400.62,Success,In Transit
O274,C84879,2026-01-03,North,Home,121.12,Success,Delivered
O275,C11562,2026-01-03,West,Fashion,392.48,Success,Delivered
O276,C35134,2026-01-03,South,Books,106.87,Success,Delivered
O277,C69351,2026-01-03,South,Electronics,214.41,Success,Delivered
O278,C13761,2026-01-03,West,Books,207.72,Success,Delivered
O279,C52234,2026-01-03,East,Fashion,82.82,Success,Delivered
O280,C6277,2026-01-03,West,Home,235.41,Success,Delivered
O281,C85113,2026-01-03,East,Store,475.32,Success,Delivered
O282,C9848,2026-01-03,West,Books,191.23,Success,Delivered
O283,C34708,2026-01-03,South,Fashion,434.82,Success,Delivered
O284,C80897,2026-01-03,East,Home,79.03,Success,Delivered
O285,C9201,2026-01-03,East,Books,237.06,Success,Delivered
O286,C65662,2026-01-03,South,Electronics,0.0,Failed,In Transit
O287,C6639,2026-01-03,East,Fashion,326.78,Success,Delivered
O288,C32557,2026-01-03,West,Fashion,184.47,Success,Delivered
O289,C23197,2026-01-03,West,Store,116.89,Success,In Transit
O290,C15578,2026-01-03,East,Fashion,482.41,Success,Delivered
O291,C65839,2026-01-03,West,Electronics,28.41,Success,Delivered
O292,C31891,2026-01-03,East,Store,34.59,Success,Delivered
O293,C69570,2026-01-03,South,Electronics,340.15,Success,Delivered
O294,C85151,2026-01-03,North,Home,0.0,Failed,Delivered
O295,C91750,2026-01-03,East,Fashion,441.69,Success,Delivered
O296,C3713,2026-01-03,West,Electronics,385.9,Success,Delivered
O297,C9109,2026-01-03,East,Books,177.62,Success,Delivered
O298,C96547,2026-01-03,West,Fashion,283.28,Success,Delivered
O299,C25538,2026-01-03,South,Electronics,301.79,Success,Delivered
O300,C92060,2026-01-03,North,Store,202.3,Success,Delivered
O301,C11557,2026-01-03,East,Books,183.8,Success,Delivered
O302,C81710,2026-01-03,South,Books,248.81,Success,Delivered
O303,C69968,2026-01-03,East,Store,478.65,Success,Delivered
O304,C45380,2026-01-03,North,Store,451.05,Success,In Transit
O305,C7152,2026-01-03,North,Books,188.78,Success,Delivered
O306,C54692,2026-01-03,South,Fashion,341.65,Success,Delivered
O307,C86366,2026-01-03,East,Books,211.95,Success,Delivered
O308,C18744,2026-01-03,North,Fashion,107.09,Success,Delivered
O309,C12150,2026-01-03,East,Electronics,108.91,Success,Delivered
O310,C88205,2026-01-03,East,Store,199.28,Success,Delivered
O311,C81930,2026-01-03,West,Fashion,444.42,Success,Delivered
O312,C34085,2026-01-03,West,Fashion,193.17,Success,Delivered
O313,C88921,2026-01-03,South,Home,371.34,Success,Delivered
O314,C64175,2026-01-03,North,Home,319.45,Success,Delivered
O315,C41622,2026-01-03,West,Store,437.24,Success,Delivered
O316,C57994,2026-01-03,North,Store,328.15,Success,Delivered
O317,C4359,2026-01-03,North,Fashion,305.35,Success,In Transit
O318,C98033,2026-01-03,East,Books,214.07,Success,Delivered
O319,C31008,2026-01-03,East,Store,412.98,Success,Delivered
O320,C14211,2026-01-03,North,Electronics,58.12,Success,Delivered
O321,C72241,2026-01-03,West,Fashion,128.8,Success,Delivered
O322,C56550,2026-01-03,West,Fashion,341.41,Success,Delivered
O323,C74070,2026-01-03,South,Fashion,346.46,Success,Delivered
O324,C9687,2026-01-03,South,Books,497.19,Success,Delivered
O325,C42829,2026-01-03,North,Electronics,48.87,Success,In Transit
O326,C68620,2026-01-03,North,Books,101.83,Success,Delivered
O327,C72983,2026-01-03,West,Home,490.99,Success,Delivered
O328,C41324,2026-01-03,North,Electronics,0.0,Failed,In Transit
O329,C91879,2026-01-03,West,Electronics,342.35,Success,Delivered
O330,C16164,2026-01-03,North,Fashion,312.07,Success,Delivered
O331,C47865,2026-01-03,North,Electronics,184.0,Success,Delivered
O332,C36036,2026-01-03,South,Home,166.65,Success,Delivered
O333,C90356,2026-01-03,South,Books,397.41,Success,Delivered
O334,C34595,2026-01-03,South,Fashion,466.69,Success,Delivered
O335,C95156,2026-01-03,South,Electronics,436.67,Success,Delivered
O336,C52131,2026-01-03,South,Books,174.81,Success,Delivered
O337,C63741,2026-01-03,South,Electronics,295.06,Success,Delivered
O338,C37686,2026-01-03,South,Store,462.92,Success,Delivered
O339,C71309,2026-01-03,North,Fashion,172.42,Success,Delivered
O340,C46660,2026-01-03,North,Books,52.72,Success,Delivered
O341,C74271,2026-01-03,South,Books,392.83,Success,Delivered
O342,C18269,2026-01-03,East,Fashion,230.97,Success,Delivered
O343,C42914,2026-01-03,South,Electronics,332.1,Success,Delivered
O344,C95695,2026-01-03,North,Home,0.0,Failed,Delivered
O345,C28142,2026-01-03,East,Books,101.92,Success,Delivered
O346,C43109,2026-01-03,East,Books,316.66,Success,Delivered
O347,C57010,2026-01-03,East,Store,167.0,Success,Delivered
O348,C96775,2026-01-03,East,Books,445.57,Success,Delivered
O349,C69253,2026-01-03,South,Fashion,251.18,Success,Delivered
O350,C23178,2026-01-03,East,Fashion,84.23,Success,Delivered
O351,C59354,2026-01-03,South,Store,111.05,Success,Delivered
O352,C164,2026-01-03,North,Home,488.42,Success,In Transit
O353,C29301,2026-01-03,South,Books,147.61,Success,Delivered
O354,C72931,2026-01-03,North,Store,435.04,Success,Delivered
O355,C53353,2026-01-03,West,Electronics,209.35,Success,Delivered
O356,C3632,2026-01-03,North,Electronics,336.17,Success,Delivered
O357,C90901,2026-01-03,West,Home,423.62,Success,In Transit
O358,C23473,2026-01-03,East,Electronics,257.82,Success,Delivered
O359,C30112,2026-01-03,West,Electronics,51.99,Success,Delivered
O360,C94295,2026-01-03,East,Electronics,232.77,Success,Delivered
O361,C83589,2026-01-03,West,Store,54.6,Success,Delivered
O362,C70068,2026-01-03,East,Home,206.05,Success,In Transit
O363,C29957,2026-01-03,North,Fashion,337.46,Success,Delivered
O364,C17631,2026-01-03,West,Electronics,30.05,Success,In Transit
O365,C50980,2026-01-03,South,Books,488.48,Success,Delivered
O366,C86206,2026-01-03,East,Fashion,391.82,Success,Delivered
O367,C17154,2026-01-03,South,Store,174.66,Success,Delivered
O368,C64380,2026-01-03,South,Home,299.56,Success,Delivered
O369,C45001,2026-01-03,North,Home,40.99,Success,Delivered
O370,C77812,2026-01-03,South,Books,284.04,Success,Delivered
O371,C61333,2026-01-03,East,Fashion,78.32,Success,Delivered
O372,C50409,2026-01-03,East,Fashion,411.65,Success,Delivered
O373,C98606,2026-01-03,West,Books,325.31,Success,In Transit
O374,C58713,2026-01-03,South,Books,45.85,Success,Delivered
O375,C55732,2026-01-03,East,Fashion,40.72,Success,Delivered
O376,C57805,2026-01-04,South,Home,122.49,Success,Delivered
O377,C18038,2026-01-04,East,Store,383.93,Success,Delivered
O378,C29807,2026-01-04,West,Fashion,65.0,Success,Delivered
O379,C49667,2026-01-04,North,Books,287.86,Success,Delivered
O380,C68057,2026-01-04,South,Store,67.61,Success,Delivered
O381,C31657,2026-01-04,West,Store,371.87,Success,Delivered
O382,C10806,2026-01-04,West,Electronics,278.57,Success,Delivered
O383,C15380,2026-01-04,East,Home,25.3,Success,Delivered
O384,C82618,2026-01-04,West,Store,424.15,Success,Delivered
O385,C23706,2026-01-04,North,Store,328.82,Success,Delivered
O386,C64430,2026-01-04,West,Books,20.9,Success,Delivered
O387,C68100,2026-01-04,North,Home,401.21,Success,Delivered
O388,C93060,2026-01-04,West,Fashion,51.13,Success,Delivered
O389,C68927,2026-01-04,South,Home,307.7,Success,Delivered
O390,C37862,2026-01-04,North,Books,48.1,Success,Delivered
O391,C28855,2026-01-04,North,Electronics,268.29,Success,Delivered
O392,C27387,2026-01-04,East,Home,62.53,Success,Delivered
O393,C45254,2026-01-04,West,Books,372.14,Success,Delivered
O394,C84046,2026-01-04,West,Home,397.11,Success,Delivered
O395,C95805,2026-01-04,South,Fashion,375.19,Success,Delivered
O396,C97910,2026-01-04,North,Electronics,99.34,Success,Delivered
O397,C25123,2026-01-04,South,Fashion,466.22,Success,Delivered
O398,C2097,2026-01-04,North,Fashion,438.91,Success,Delivered
O399,C29310,2026-01-04,East,Fashion,469.93,Success,Delivered
O400,C13494,2026-01-04,South,Books,456.51,Success,Delivered
O401,C62425,2026-01-04,West,Store,83.05,Success,In Transit
O402,C74972,2026-01-04,East,Home,53.1,Success,Delivered
O403,C93584,2026-01-04,South,Fashion,152.29,Success,In Transit
O404,C5348,2026-01-04,West,Home,425.5,Success,Delivered
O405,C47300,2026-01-04,South,Electronics,50.07,Success,Delivered
O406,C7928,2026-01-04,East,Books,390.49,Success,Delivered
O407,C77466,2026-01-04,West,Electronics,81.43,Success,Delivered
O408,C34522,2026-01-04,North,Electronics,257.35,Success,Delivered
O409,C81913,2026-01-04,North,Electronics,242.69,Success,Delivered
O410,C15353,2026-01-04,East,Electronics,30.58,Success,Delivered
O411,C23482,2026-01-04,East,Electronics,271.23,Success,Delivered
O412,C50670,2026-01-04,South,Fashion,400.02,Success,Delivered
O413,C68674,2026-01-04,South,Fashion,252.65,Success,In Transit
O414,C74072,2026-01-04,East,Books,433.75,Success,Delivered
O415,C10801,2026-01-04,West,Store,190.87,Success,Delivered
O416,C30934,2026-01-04,East,Store,99.06,Success,Delivered
O417,C56701,2026-01-04,North,Fashion,336.62,Success,Delivered
O418,C22264,2026-01-04,South,Home,380.35,Success,Delivered
O419,C21254,2026-01-04,East,Books,456.43,Success,Delivered
O420,C6853,2026-01-04,East,Home,236.81,Success,Delivered
O421,C33244,2026-01-04,North,Books,117.81,Success,Delivered
O422,C40847,2026-01-04,West,Fashion,152.69,Success,Delivered
O423,C84743,2026-01-04,West,Home,95.82,Success,Delivered
O424,C6630,2026-01-04,North,Books,194.29,Success,Delivered
O425,C17072,2026-01-04,East,Store,116.97,Success,Delivered
O426,C2592,2026-01-04,North,Books,231.36,Success,Delivered
O427,C31853,2026-01-04,East,Store,375.07,Success,In Transit
O428,C1126,2026-01-04,South,Home,340.6,Success,Delivered
O429,C26820,2026-01-04,North,Books,97.87,Success,Delivered
O430,C15037,2026-01-04,West,Store,447.32,Success,Delivered
O431,C81836,2026-01-04,North,Home,162.32,Success,Delivered
O432,C81624,2026-01-04,South,Home,452.62,Success,Delivered
O433,C85752,2026-01-04,South,Electronics,442.31,Success,Delivered
O434,C13231,2026-01-04,South,Fashion,135.14,Success,Delivered
O435,C6417,2026-01-04,North,Books,314.61,Success,Delivered
O436,C58068,2026-01-04,North,Fashion,246.22,Success,Delivered
O437,C67495,2026-01-04,South,Electronics,176.05,Success,Delivered
O438,C90752,2026-01-04,East,Home,0.0,Failed,Delivered
